VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee
1,2022-02-01 00:12:17,2022-02-01 00:41:33,0.0,19.2,2.0,N,132,262,1,52.0,3.75,0.5,15.75,6.55,0.3,78.85,2.5,1.25
1,2022-02-01 00:02:42,2022-02-01 00:30:16,1.0,19.4,2.0,N,132,75,1,52.0,1.25,0.5,15.1,6.55,0.3,75.7,0.0,1.25
2,2022-02-01 00:24:27,2022-02-01 00:28:40,3.0,1.73,1.0,N,229,236,1,6.5,0.5,0.5,2.0,0.0,0.3,12.3,2.5,0.0
2,2022-02-01 00:34:02,2022-02-01 00:37:07,3.0,0.68,1.0,N,263,141,1,4.5,0.5,0.5,1.66,0.0,0.3,9.96,2.5,0.0
2,2022-02-01 00:05:44,2022-02-01 00:09:09,3.0,1.34,1.0,N,68,100,1,5.5,0.5,0.5,1.0,0.0,0.3,10.3,2.5,0.0
2,2022-02-01 00:21:52,2022-02-01 00:26:03,2.0,0.68,1.0,N,68,48,1,5.0,0.5,0.5,4.0,0.0,0.3,12.8,2.5,0.0
2,2022-02-01 00:19:47,2022-02-01 00:31:18,1.0,3.58,1.0,N,230,166,1,12.5,0.5,0.5,3.26,0.0,0.3,19.56,2.5,0.0
1,2022-02-01 00:26:21,2022-02-01 00:44:03,1.0,3.4,1.0,N,237,79,1,14.0,3.0,0.5,2.0,0.0,0.3,19.8,2.5,0.0
2,2022-02-01 00:33:25,2022-02-01 00:39:13,1.0,1.71,1.0,N,229,263,1,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5,0.0
2,2022-02-01 00:05:33,2022-02-01 00:25:57,1.0,10.16,1.0,N,138,17,1,29.5,0.5,0.5,6.41,0.0,0.3,38.46,0.0,1.25
2,2022-02-01 00:28:29,2022-02-01 00:47:18,2.0,10.75,1.0,N,132,92,2,31.0,0.5,0.5,0.0,0.0,0.3,33.55,0.0,1.25
2,2022-02-01 00:14:06,2022-02-01 00:31:56,1.0,10.33,1.0,N,138,66,1,29.0,0.5,0.5,6.06,0.0,0.3,37.61,0.0,1.25
2,2022-02-01 00:38:00,2022-02-01 00:48:59,1.0,2.97,1.0,N,100,140,1,11.0,0.5,0.5,2.96,0.0,0.3,17.76,2.5,0.0
2,2022-02-01 00:19:44,2022-02-01 00:26:22,1.0,1.49,1.0,N,170,161,1,6.5,0.5,0.5,2.06,0.0,0.3,12.36,2.5,0.0
2,2022-02-01 00:35:54,2022-02-01 00:48:59,1.0,2.34,1.0,N,164,142,1,11.0,0.5,0.5,2.96,0.0,0.3,17.76,2.5,0.0
2,2022-02-01 00:29:47,2022-02-01 01:05:11,1.0,11.7,1.0,N,132,61,2,35.5,0.5,0.5,0.0,0.0,0.3,38.05,0.0,1.25
2,2022-02-01 00:09:08,2022-02-01 00:12:23,1.0,0.83,1.0,N,237,239,1,5.0,0.5,0.5,1.76,0.0,0.3,10.56,2.5,0.0
2,2022-02-01 00:25:57,2022-02-01 00:30:48,1.0,0.72,1.0,N,237,237,1,5.5,0.5,0.5,2.0,0.0,0.3,11.3,2.5,0.0
2,2022-02-01 00:14:33,2022-02-01 00:15:29,1.0,0.0,1.0,N,77,76,1,2.5,0.5,0.5,0.0,0.0,0.3,5.05,0.0,1.25
2,2022-02-01 00:18:35,2022-02-01 00:27:52,1.0,2.24,1.0,N,143,237,1,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5,0.0
1,2022-02-01 00:02:15,2022-02-01 00:11:57,2.0,2.5,1.0,N,144,186,1,10.0,3.0,0.5,2.75,0.0,0.3,16.55,2.5,0.0
1,2022-02-01 00:17:20,2022-02-01 00:20:42,1.0,0.9,1.0,N,186,68,2,5.0,3.0,0.5,0.0,0.0,0.3,8.8,2.5,0.0
1,2022-02-01 00:22:51,2022-02-01 00:47:23,2.0,7.3,1.0,N,68,42,2,23.5,3.0,0.5,0.0,0.0,0.3,27.3,2.5,0.0
2,2022-02-01 00:00:14,2022-02-01 00:08:32,1.0,2.81,1.0,N,170,75,1,10.0,0.5,0.5,2.76,0.0,0.3,16.56,2.5,0.0
2,2022-02-01 00:27:57,2022-02-01 01:02:28,3.0,21.72,1.0,N,132,119,2,58.5,0.5,0.5,0.0,6.55,0.3,66.35,0.0,1.25
2,2022-02-01 00:41:25,2022-02-01 00:59:56,2.0,13.86,1.0,N,132,155,2,37.5,0.5,0.5,0.0,0.0,0.3,40.05,0.0,1.25
2,2022-02-01 00:02:07,2022-02-01 00:32:46,1.0,8.4,1.0,N,162,17,2,28.0,0.5,0.5,0.0,0.0,0.3,31.8,2.5,0.0
1,2022-02-01 00:05:46,2022-02-01 00:12:49,1.0,0.8,1.0,N,148,79,1,6.5,2.5,0.5,1.95,0.0,0.3,11.75,2.5,0.0
2,2022-02-01 00:15:03,2022-02-01 00:23:56,1.0,1.06,1.0,N,234,137,1,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5,0.0
2,2022-02-01 00:24:57,2022-02-01 00:27:06,1.0,0.5,1.0,N,137,107,1,3.5,0.5,0.5,1.46,0.0,0.3,8.76,2.5,0.0
2,2022-02-01 00:44:17,2022-02-01 00:51:34,1.0,1.94,1.0,N,142,237,1,8.0,0.5,0.5,1.5,0.0,0.3,13.3,2.5,0.0
1,2022-02-01 00:22:03,2022-02-01 00:47:12,2.0,15.5,1.0,N,132,55,1,42.5,1.75,0.5,3.0,0.0,0.3,48.05,0.0,1.25
2,2022-02-01 00:36:13,2022-02-01 00:45:36,1.0,3.22,1.0,N,263,164,1,11.0,0.5,0.5,2.96,0.0,0.3,17.76,2.5,0.0
2,2022-02-01 00:28:17,2022-02-01 00:38:29,1.0,3.49,1.0,N,107,87,1,12.5,0.5,0.5,3.26,0.0,0.3,19.56,2.5,0.0
1,2022-02-01 00:15:42,2022-02-01 00:34:53,1.0,11.5,4.0,N,132,265,1,40.5,1.75,0.5,1.0,0.0,0.3,44.05,0.0,1.25
2,2022-02-01 00:23:45,2022-02-01 00:49:18,1.0,9.93,1.0,N,132,36,1,29.5,0.5,0.5,8.01,0.0,0.3,40.06,0.0,1.25
2,2022-02-01 00:18:43,2022-02-01 00:37:55,1.0,7.41,1.0,N,132,76,1,23.5,0.5,0.5,5.21,0.0,0.3,31.26,0.0,1.25
1,2022-02-01 00:10:55,2022-02-01 00:27:52,1.0,4.3,1.0,N,141,260,2,16.0,3.0,0.5,0.0,0.0,0.3,19.8,2.5,0.0
1,2022-02-01 00:51:13,2022-02-01 01:01:07,1.0,1.9,1.0,N,138,129,2,9.0,1.75,0.5,0.0,0.0,0.3,11.55,0.0,1.25
2,2022-02-01 00:13:00,2022-02-01 00:19:07,1.0,1.24,1.0,N,140,263,1,6.5,0.5,0.5,2.58,0.0,0.3,12.88,2.5,0.0
2,2022-02-01 00:23:33,2022-02-01 00:39:40,2.0,3.92,1.0,N,48,79,2,14.0,0.5,0.5,0.0,0.0,0.3,17.8,2.5,0.0
2,2022-02-01 00:41:11,2022-02-01 00:50:47,1.0,3.04,1.0,N,224,237,1,10.5,0.5,0.5,4.29,0.0,0.3,18.59,2.5,0.0
2,2022-02-01 00:56:52,2022-02-01 01:02:16,2.0,1.19,1.0,N,140,262,1,6.0,0.5,0.5,0.98,0.0,0.3,10.78,2.5,0.0
2,2022-02-01 00:35:35,2022-02-01 00:54:10,1.0,3.14,1.0,N,151,48,1,14.0,0.5,0.5,0.0,0.0,0.3,17.8,2.5,0.0
2,2022-02-01 00:09:25,2022-02-01 00:17:44,1.0,2.59,1.0,N,263,100,1,9.5,0.5,0.5,3.33,0.0,0.3,16.63,2.5,0.0
2,2022-02-01 00:23:24,2022-02-01 00:29:41,1.0,1.01,1.0,N,161,50,1,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5,0.0
2,2022-02-01 00:47:07,2022-02-01 00:58:23,1.0,2.07,1.0,N,90,148,2,10.0,0.5,0.5,0.0,0.0,0.3,13.8,2.5,0.0
1,2022-02-01 00:00:28,2022-02-01 00:15:10,1.0,4.0,1.0,N,162,7,2,14.0,3.0,0.5,0.0,0.0,0.3,17.8,2.5,0.0
1,2022-02-01 00:32:38,2022-02-01 00:42:45,2.0,4.6,1.0,N,138,53,1,14.5,1.75,0.5,2.5,0.0,0.3,19.55,0.0,1.25
2,2022-02-01 00:09:37,2022-02-01 00:18:52,1.0,2.66,1.0,N,144,164,2,10.0,0.5,0.5,0.0,0.0,0.3,13.8,2.5,0.0
2,2022-02-01 00:38:51,2022-02-01 00:42:35,1.0,1.2,1.0,N,263,141,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5,0.0
2,2022-02-01 00:05:49,2022-02-01 00:25:48,2.0,5.27,1.0,N,230,7,4,-17.5,-0.5,-0.5,0.0,0.0,-0.3,-21.3,-2.5,0.0
2,2022-02-01 00:05:49,2022-02-01 00:25:48,2.0,5.27,1.0,N,230,7,2,17.5,0.5,0.5,0.0,0.0,0.3,21.3,2.5,0.0
1,2022-02-01 00:46:33,2022-02-01 00:51:11,1.0,1.2,1.0,N,7,146,3,5.5,0.5,0.5,0.0,0.0,0.3,6.8,0.0,0.0
1,2022-02-01 00:20:40,2022-02-01 00:28:01,1.0,2.0,1.0,N,163,90,1,8.0,3.0,0.5,2.35,0.0,0.3,14.15,2.5,0.0
1,2022-02-01 00:15:34,2022-02-01 00:21:19,1.0,1.2,1.0,N,142,238,1,6.5,3.0,0.5,2.05,0.0,0.3,12.35,2.5,0.0
1,2022-02-01 00:22:40,2022-02-01 00:29:48,3.0,1.8,1.0,N,43,237,1,8.0,3.0,0.5,2.35,0.0,0.3,14.15,2.5,0.0
1,2022-02-01 00:36:35,2022-02-01 00:41:17,3.0,1.0,1.0,Y,162,141,2,6.0,3.0,0.5,0.0,0.0,0.3,9.8,2.5,0.0
2,2022-02-01 00:06:29,2022-02-01 00:25:03,1.0,6.76,1.0,N,162,255,1,22.0,0.5,0.5,3.0,0.0,0.3,28.8,2.5,0.0
2,2022-02-01 00:23:39,2022-02-01 00:28:22,1.0,0.86,1.0,N,148,79,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5,0.0
2,2022-02-01 00:33:26,2022-02-01 00:44:05,2.0,3.23,1.0,N,79,48,1,11.5,0.5,0.5,4.59,0.0,0.3,19.89,2.5,0.0
2,2022-02-01 00:28:45,2022-02-01 00:36:49,1.0,1.16,1.0,N,164,68,2,7.0,0.5,0.5,0.0,0.0,0.3,10.8,2.5,0.0
2,2022-02-01 00:54:46,2022-02-01 01:08:53,3.0,2.87,1.0,N,144,170,1,12.0,0.5,0.5,3.16,0.0,0.3,18.96,2.5,0.0
2,2022-02-01 00:03:02,2022-02-01 00:07:44,1.0,0.9,1.0,N,137,186,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5,0.0
2,2022-02-01 00:18:05,2022-02-01 00:20:05,1.0,0.38,1.0,N,230,43,1,3.5,0.5,0.5,3.0,0.0,0.3,10.3,2.5,0.0
2,2022-02-01 00:39:14,2022-02-01 00:59:58,1.0,14.73,1.0,N,132,16,2,39.5,0.5,0.5,0.0,0.0,0.3,42.05,0.0,1.25
2,2022-02-01 00:21:47,2022-02-01 00:36:58,1.0,9.29,1.0,N,138,229,1,25.5,0.5,0.5,3.71,6.55,0.3,40.81,2.5,1.25
1,2022-02-01 00:01:12,2022-02-01 00:06:34,1.0,1.0,1.0,N,263,263,1,6.0,3.0,0.5,1.95,0.0,0.3,11.75,2.5,0.0
